investor capitalist
genus_alsobia asterid_dicot_genus
unwelcome_guest trespasser
hematocoele swelling
resinate season
slack_off lessen
catty weight_unit
upstart unpleasant_person
knavery wrongful_conduct
wear_away dilapidate
wrong treat
quibble skirt
oat cereal_grass
tetralogy_of_fallot congenital_heart_defect
semester session
trust belief
sea_eagle hawk
decentralization spreading
skincare tending
paddle vane
water nutrient
selenipedium monocot_genus
result produce
graciousness good_manners
hold protect
eruct pass_off
valet_de_chambre body_servant
level_crossing intersection
ford water
restrain trammel
cinnamon laurel
tease disentangle
librarian professional_person
snag swelling
pea legume
lunch eat
exile outlander
clam pull_together
reorganization revision
screwball oddball
volvariaceae fungus_family
gerris_lacustris water_strider
seize usurp
apodiform_bird bird
wykehamist student
haddock fish
genus_bertholletia magnoliopsid_genus
turnstone plover
killdeer_plover meet
myrsine magnoliopsid_genus
white trouser
diamond transparent_gem
wild_rosemary shrub
memory representation
sanctification religious_ritual
first_moment mean_value
hollo yell
tetrao bird_genus
utility quality
melophagus arthropod_genus
tall_mallow mallow
xylocaine topical_anesthetic
power mathematical_notation
oktoberfest fete
genus_calendula asterid_dicot_genus
rectification improvement
panel window
centre_stage middle
window_glass sheet_glass
new_zealander inhabitant
paris_daisy suffrutex
messenger traveller
highlighter cosmetic
reshuffling shuffling
lutjanus fish_genus
premiss suppose
money monetary_system
optical_phenomenon physical_phenomenon
vernal_iris sword_lily
silurid_fish siluriform_fish
rap_music popular_music_genre
wallop overcome
materiel equipment
kingwood_tree tree
emigrate transmigrate
bottle set
creek_confederacy federation
extraction natural_process
trainer leader
tussur saturniid_moth
tinkerer unskilled_person
plump_out modify
edge_tool cutting_tool
uncle_tom negroid
mill-girl young_woman
papaya edible_fruit
parachute rescue_equipment
beat play
plantain veggie
classification_system system
family_cupressaceae gymnosperm_family
baboon old_world_monkey
stone_fruit fruit
turn travel
toxic_waste_site wasteyard
ds office
framing framework
felt textile
theory_of_gravity scientific_theory
hyperglyphe_perciformis stromateid_fish
sirenidae amphibian_family
senior_high_school secondary_school
rheidae bird_family
isotonic_solution solution
essential_amino_acid aminoalkanoic_acid
plait weave
lattice system
cybernetics ip
propagandist communicator
genus_chalcis arthropod_genus
seaport port
regard stare
transcend surpass
eagle_ray ray
hygrophoraceae fungus_family
string sequence
roadbed bed
genus_equus mammal_genus
pail vessel
printed_circuit computer_circuit
lexicology philology
shock scrap
vilification disrespect
weird_sister norse_deity
monetize legitimize
repudiate reject
salad_greens leafy_vegetable
shell withdraw
oil lipoid
uncovering human_activity
tetragonia_tetragonioides herbaceous_plant
sunburn discolour
step supply
prunus_armeniaca apricot_tree
sandpit toy
section_eight sacking
horripilate receive
road_map guidance
gestalt_principle_of_organization rule
suggestion proposal
bear_down_upon near
petty_larceny thieving
video_display electronic_device
stucco ornament
bunting finch
project create_mentally
fighter_aircraft plane
cooling_system mechanism
swagger wheedle
skull os
bent_grass grass
photoelectric_cell transducer
sodium_hypochlorite whitener
feature_film picture_show
shell natural_covering
lagenaria_siceraria gourd_vine
scaling mensuration
salute recognize
sixth_cranial_nerve cranial_nerve
ulmus magnoliopsid_genus
depth level
eisegesis interpretation
simulacrum representation
pasture fodder
western_narrow-mouthed_toad toad_frog
omission linguistic_process
vehicle transport
genus_agropyron monocot_genus
mean convey
computer_accessory supplement
blending compounding
phaethontidae bird_family
slide descent
limpet seasnail
palinuridae arthropod_family
smartness sprightliness
workout travail
separation surcease
actinic_ray nonparticulate_radiation
victimization mistreatment
conformity cooperation
age property
cerebellum neural_structure
line location
garden_strawberry strawberry
yellow_vetchling wild_pea
phylum_chordata phylum
order_chlorococcales protoctist_order
acid compound
meal_plan plan
non-euclidean_geometry geometry
make_grow modify
philanthropy financial_aid
rockcress cress_plant
melampodium asterid_dicot_genus
presentment show
run spread
wedge_shape trilateral
written_text written_language
cerebrum neural_structure
faddist soul
honker driver
liver inhabitant
simarouba rosid_dicot_genus
criminologist specializer
fill touch_on
punt kick
witness see
soldiership skill
date set
muslimism monotheism
cavalry army_unit
genus_tithonia asterid_dicot_genus
reward payment
pseudomonadales animal_order
clarinettist player
hoosgow slammer
suffer feel
tombstone monument
publishing_house house
spaghetti_sauce sauce
zippo relative_quantity
vinyl_ether inhalation_general_anesthetic
bushel imperial_capacity_unit
supernumerary soul
folk_music popular_music_genre
fattiness fatness
gospels sacred_writing
whirlpool stream
wall_rocket herbaceous_plant
examination self-examination
oxylebius fish_genus
combat struggle
wonder occurrent
block lodging
dislocate displace
phylum_cycliophora phylum
grainfield field
confer present
swan_river_everlasting everlasting_flower
take_for_granted expect
chief_of_staff officer
pervert reprobate
uintatheriidae mammal_family
concrete solidify
rivalry group_action
pusher dealer
accent_mark diacritical_mark
stand support
cetacean_mammal aquatic_mammal
cayenne_pepper chilly
travel movement
turnout railway
texture visual_property
tanager oscine_bird
fascist rightist
simple_fraction fraction
truth_serum intravenous_anesthetic
family_bufonidae amphibian_family
immortal supernatural_being
unjustness unrighteousness
taxonomic_group biological_group
machine device
unrealism representation
slammer correctional_institution
chime sound
social_process human_process
oxidize change
precipitation swiftness
lobipes bird_genus
projector optical_instrument
irish_whisky whisky
hoof foot
genus_sciara arthropod_genus
purity status
symplocarpus monocot_genus
affidavit official_document
anthropogeny phylogeny
isoetes fern_genus
german_monetary_unit monetary_unit
invite request
bifurcation ramification
spinus bird_genus
oyster pelecypod
isometrics workout
titfer lid
masquerade_costume costume
shake move_reflexively
dispatch putting_to_death
division separation
picture_card playing_card
wild_ox bovine
sciurus mammal_genus
larcenist thief
hard_drug narcotic
gerbera asterid_dicot_genus
shield protective_covering
gossip talk
moral_philosophy philosophy
suspect discredit
bacterium microorganism
godown warehouse
yellowfin_tuna tunny
calmness feeling
tensity status
splinter split_up
class_amphibia class
brioschi gastric_antacid
take get
touch suggest
walk posture
distance spatial_arrangement
ness terra_firma
meadowgrass grass
strength permanency
old-field_toadflax wild_snapdragon
unskilled_person soul
train take
solanum_nigrum nightshade
health_profession profession
cent subunit
emu unit_of_measurement
persuade stimulate
send_word inform
genus_cyathea fern_genus
genus_dracocephalum asterid_dicot_genus
maidhood childhood
stage theatre
mutuality reciprocity
summary statement
lily_family liliid_monocot_family
thalassemia monogenic_disorder
tegument body_covering
pseudoscorpion arachnoid
place noesis
spasmolytic medicine
genus_drosophyllum magnoliopsid_genus
sensory_receptor organ
chinese_deity immortal
want miss
stitching handicraft
munition defensive_structure
casque helmet
urination voiding
assay study
guenon_monkey old_world_monkey
morphology biology
conversion reckoning
muscatel fortified_wine
state territorial_division
allotment share
nautical_mile nautical_linear_unit
malt treat
dizen trick_up
genus_aristolochia magnoliopsid_genus
note commentary
uranoscopidae fish_family
boil modify
pandiculation stretching
steel_onself_for inure
supporting_structure structure
track line
sweet_orange_tree orange_tree
depth extent
house home
uprise travel
switch instrument_of_punishment
wheel instrument_of_torture
touch strike
surge meliorate
hydrophyllum asterid_dicot_genus
visual_acuity visual_sense
reasonable_care tutelage
new_town urban_area
genus_chamaecyparis gymnosperm_genus
assibilate change
grip seize
true_bacteria moneron
glochidium thorn
tribunal assembly
grossulariaceae plant_family
shut_off stop
skip take_a_hop
family_entolomataceae fungus_family
official_document written_document
business commercial_activity
moorhen water_hen
hired_man manual_laborer
teargas chemical_weapon
system_of_measurement quantity
powwow group_discussion
saint-john's-bread foodstuff
pay settle
rearm gird
prenatal_diagnosis diagnostic_technique
strong_interaction interaction
soybean_oil vegetable_oil
suspension_point stop
dead people
pecker mouth
genus_aglaonema monocot_genus
tract white_matter
real_presence religious_doctrine
quartering lodging
directory reference_work
extravasate transude
sacred_college body
latimeria fish_genus
charcoal draw
scintillate give_out
terrasse supply
conspire interact
inkiness achromatic_colour
thermodynamics physics
till work_on
unyieldingness resolve
turn_out terminate
ology subject_field
sunray shaft_of_light
hood protective_covering
nasua_narica procyonid
viburnum_opulus shrub
oleaginousness fatness
grey_catbird oscine_bird
rail transport
give visit
squire tender
search see
application request
native_australian ethnos
cure preserve
okra seedpod
shaper creator
health_hazard risk
khan lodge
etymology linguistics
prepotency dominance
gun shoot
hyla cobble_up
nucleotide ester
gerardia_virginica herbaceous_plant
appetizingness palatableness
carissa shrub
brick building_material
stick touch
orbit route
ripening organic_process
ray run
open_fireplace recess
era touchstone
crash occurrent
wharf supply
hookup connexion
second_best rival
spoon neck
frontal_lobe lobe
anesthesia physiological_state
notch indenture
tights hosiery
piping tubing
rommany indian
jewel ornament
zapus mammal_genus
kumis intoxicant
stickleback spiny-finned_fish
toy_with contemplate
yellow_locust locust_tree
polemic tilt
value worth
score number
shell bombard
sector tract
family_ciconiidae bird_family
phaseolus_limensis shell_bean_plant
ionosphere region
adsorb take_up
major_depressive_episode depressive_disorder
imprisonment punishment
base_of_operations military_installation
vocalize sing
teddy_boy tough_guy
megalonychidae mammal_family
townsman resident
whitlavia scorpionweed
pickle preserve
fraternize socialize
boil turn
bird_cherry_tree wild_cherry_tree
impermanency length
maja arthropod_genus
pocketbook softback_book
misreckoning mistake
govern take
turn public_presentation
pressure urgency
leaving human_activity
hub portion
ambition want
legion regular_army
tap_dancing step_dancing
sea_creature fauna
scrutineer inspector
fibre_bundle nervous_tissue
fleur-de-lys heraldic_bearing
vena_labialis venous_blood_vessel
standardize regulate
citrus_medica citrus_tree
sittidae bird_family
upshot phenomenon
unravel unsnarl
explore look_into
persecution maltreatment
ir administrative_unit
financial_organization institution
sagittarius bird_genus
hedgehog insectivore
royal_canadian_mounted_police police_force
indecorum impropriety
swordsmanship skill
pounce spring
circumvention evasion
slope tip
shaking_palsy encephalopathy
repression control
nephritis renal_disorder
bail unloosen
rocket_base base_of_operations
kor volume_unit
underreckoning idea
temporal_order temporal_property
vip personage
inclosure intromission
flood_tide occasion
burial_garment cloth_covering
irs office
sweater garment
attempt offense
plastic_film sheet
view think
edentate placental_mammal
scopolia asterid_dicot_genus
bombard attack
pulmonata animal_order
toffee_apple sweet
flyer trained_worker
uprise uprise
tagger soul
joke recreation
departed soul
tautoga fish_genus
space surface_area
lid headgear
family_cyatheaceae fern_family
snooze nap
liliid_monocot_family monocot_family
gravity attractive_force
rainbow_smelt smelt
guided_missile missile
humour pander
yam_family plant_family
handwork work
hare leporid_mammal
lengthen increase
find insight
poster worker
occultation interruption
hymn proclaim
wrecking devastation
tomatillo solanaceous_vegetable
strabismus abnormality
golf_club golf_equipment
dismount discontinuation
guaiacum rosid_dicot_genus
xantusiidae reptile_family
suggestion thought
playlet play
tomatillo husk_tomato
message communication
galangal ginger
white-tailed_sea_eagle sea_eagle
zodiac region
ooh shout
estate property
choke_off suppress
ontology system
fatigue_duty duty_assignment
sightread perform
secular commoner
garlic_chive seasoning
auricular_appendix pouch
moderationist toper
disentangle neaten
priming lighter
walleyed_pike pike_perch
academy secondary_school
reasoning thought_process
omnidirectional_antenna transmitting_aerial
refrigeration preservation
oxidization reaction
bacteria_family family
rumex_scutatus sour_grass
genus_dovyalis dilleniid_dicot_genus
running_headline heading
dm metric_linear_unit
spectrum array
rule law_of_nature
aorta artery
leather animal_skin
systematization organization
keep_one's_eyes_skinned watch_out
shrieking noise
mail message
beneficiate treat
austronesian_language tongue
music_director musician
attending group_action
shuffling reordering
fibrosis pathology
flagellation whacking
straight_line line
pigeon columbiform_bird
market shop
melter worker
burgundy_wine wine
wild_cinnamon shrub
hang_up secure
speechmaking speech
rose_acacia shrub
statement theme
carmaker manufacturing_business
sulkiness resentment
winter_cress cress_plant
scolytus arthropod_genus
xyphophorus fish_genus
violent_disorder disturbance
nihilism school_of_thought
stomachache aching
riskiness danger
dado supply
outfight vanquish
acceptableness satisfactoriness
staleness oldness
regulation rule
tm metallic_element
spizella bird_genus
unworthiness unsuitableness
turn_out throw
burning_at_the_stake execution
pasang antelope
wean deprive
black_woman woman
fulfilment consummation
terabit computer_memory_unit
canoe small_boat
optical_device device
particular portion
pikeblenny blennioid_fish
twisting misrepresentation
genus_blennius fish_genus
struggle try
comparative_degree adjective
codification written_language
bare_bones sum
driving_license permit
general_theory_of_relativity theory_of_relativity
garnishee sequester
staining soilure
order_geraniales plant_order
laburnum rosid_dicot_genus
recall repeal
mental_attitude noesis
mass collection
mullet percoidean
franchise concern
cart transport
fee fixed_costs
balcony structure
drifting wandering
syllogism synthesis
repoint touch_on
finger_grass grass
teething_ring device
dispatch fulfill
nicotine vasoconstrictor
squirrel rodent
genus_enceliopsis asterid_dicot_genus
chervil herbaceous_plant
genus_cotinus magnoliopsid_genus
betting_shop store
genus_architeuthis arthropod_genus
ostrea mollusk_genus
preserve sphere
condominium home
monetary_unit unit_of_measurement
zebra equine
right_of_first_publication legal_right
rationalization explanation
storage_locker compartment
radiator warmer
divest withdraw
genus_leipoa bird_genus
family_diodontidae fish_family
strike_a_blow touch_on
predicate imply
thenar region
table-mountain_pine true_pine
pepper_spray chemical_weapon
sour_fig succulent
limit bounds
tarwood coniferous_tree
soup dish
exposure picture_taking
sceloporus reptile_genus
she-goat goat
obstacle obstructor
neem_seed seed
infestation fullness
genus_atropa asterid_dicot_genus
yacca_podocarp coniferous_tree
pogostemon asterid_dicot_genus
sop souse
allowance permit
lie mislead
presbyopia longsightedness
cellar story
straitjacket impediment
onomatopoeia rhetorical_device
service_entrance entryway
waken turn
pinnacle top
tea shrub
mortification self-discipline
genus_erythroxylum plant_genus
zantedeschia_aethiopica flower
neck terra_firma
ordinate vest
taxodium gymnosperm_genus
genus_diapheromera arthropod_genus
prophecy prognostication
make_up neaten
triumph jubilation
stockade wall
hunt_club society
singe burn
unabridged_dictionary lexicon
genus_blattella arthropod_genus
maxzide antihypertensive_drug
quaalude sedative-hypnotic_drug
beefwood wood
sewellel rodent
mcia office
jirga council
teiid_lizard lizard
productivity fruitfulness
omental_bursa cavum
upupa bird_genus
edit censor
molva fish_genus
exaggeration step-up
wonderland terra_firma
apogamy apomixis
marketplace activity
phylum_cryptophyta phylum
mother parent
serial_printer printing_machine
foreground vista
myotis mammal_genus
family_araucariaceae gymnosperm_family
molidae fish_family
phyllitis_scolopendrium fern
diet fare
colonel commissioned_military_officer
ablism favouritism
hieratic_script hieroglyphic
restore return
idolatry worship
street_urchin urchin
peanut youngster
swabbing scrubbing
true_pine coniferous_tree
vena_cerebri venous_blood_vessel
messiah saviour
staghorn_fern fern
publication printing
tribonemaceae protoctist_family
red_algae algae
problem question
gas_stove stove
want need
sharpshooter shot
pomaderris magnoliopsid_genus
genus_blarina mammal_genus
appose set
tack paraphernalia
mike electro-acoustic_transducer
outfox surpass
mangosteen_tree fruit_tree
family_boraginaceae plant_family
standstill situation
family_antedonidae echinoderm_family
penstemon asterid_dicot_genus
trace study
subgenus taxonomic_group
psychosis psychopathy
stimulate touch_on
pioneer introduce
function_word word
renovation improvement
harrier attacker
staffer employee
basilar_artery artery
sweat_gland exocrine_gland
diner restaurant
sheet_of_paper paper
secretary_bird raptorial_bird
injudiciousness sagacity
jumper soul
playbox neuromatous
seat support
mourning sorrowfulness
orthodontist tooth_doctor
organize plan
neckband necklace
turn_off repulse
pursuit recreation
class_asteroidea class
spellbinder speechmaker
vitriol snipe
sower sodbuster
orchard_oriole oriole
prototype model
breeding production
pogge sea_poker
exorcist wizard
sportfishing outdoor_sport
histologist anatomist
scomberomorus_cavalla spanish_mackerel
hm metric_linear_unit
tribade homosexual
refund payment
universe collection
diabolatry worship
neurological_disorder upset
standard_cell voltaic_cell
caucasian_language tongue
ugli_fruit edible_fruit
trait attribute
residence house
try make_up_one's_mind
neofiber mammal_genus
lambaste work_over
genus_baphia rosid_dicot_genus
fruit reproductive_structure
decide shape
top canvass
implantation positioning
tip terminal
commandment dictation
telegraphic_signal signaling
renegotiate talk_terms
plantagenet_line dynasty
wrongful_conduct activity
treponemataceae bacteria_family
genus_andryala asterid_dicot_genus
party set
volcano scissure
society friendship
rabbit track_down
physical_entity take_a_breath
forwarding transmitting
cook_up ready
lodge hotel
division_eubacteria division
subfamily_hydromyinae mammal_family
musical_arrangement piece_of_music
illumination luminousness
dry_out modify
periodicity regularity
self-discipline discipline
genus_bison mammal_genus
turn_over transact
morning_time time_period
hitch connexion
resort travel
surface layer
vanish slip_by
deaccession sell
treat supply
salamandra cobble_up
genus_nierembergia asterid_dicot_genus
cover-up hiding
skulker slacker
morpheme linguistic_unit
mortise_joint gliding_joint
exuberance enthusiasm
peripatidae arthropod_family
sensationalism substance
womanizer rounder
motion-picture_photography picture_taking
genus_bambusa monocot_genus
usualness everydayness
gin separate
working_class stratum
giant_cane bamboo
mayhem offense
gall irritate
marking symbol
pellaea_andromedifolia rock_brake
trier soul
sinequan tricyclic_antidepressant_drug
practice activity
egg surface
literary_work written_material
st_john's_night day
nursemaid keeper
convoke summon
indecency impropriety
dimout darkness
string_along progress
musical_interval musical_notation
resemble tally
assignee party
recitation training
gymnadenia monocot_genus
involve occupy
temporal_property property
unionization organization
grow_up mature
subject_field knowledge_domain
genus_agaricus fungus_genus
hyoscyamus asterid_dicot_genus
pongid anthropoid_ape
year_dot years
pauperization privation
smirk smiling
tough_guy yobo
mobulidae fish_family
concern enterprise
chemical_weapon wmd
whalebone_whale whale
sadden strike
clintonia liliaceous_plant
spirillaceae bacteria_family
sandman pixy
utility installation
race contest
genus_daphne magnoliopsid_genus
rotifera phylum
sangria drink
train work_out
nyctanassa bird_genus
flying_dutchman shadow
motion_sickness sickness
wine_bottle bottle
whirl try
dine give
dolphin toothed_whale
prowl tarry
palace residence
soften modify
silver_tree_fern tree_fern
resistor electrical_device
dishonesty unrighteousness
view_as view
culminate reach
platanthera_chlorantha orchidaceous_plant
tolerance temperament
kam-tai sino-tibetan_language
maltreater wrongdoer
existence state
compiler writer
iterate repeat
implantation surgical_process
manichaeism religious_belief
tape storage_device
plasticize modify
jeweller merchant
demeclocycline_hydrochloride tetracycline
mental_measurement mensuration
accumulation step-up
commissioner member
nubble swelling
sophistry false_belief
dial_telephone telephone_set
automatic_data_processing data_processing
peronosporaceae fungus_family
shoot fire
topic substance
decompose separate
saxe-coburg-gotha royalty
tribuneship spot
hardware weapons_system
aminoalkanoic_acid organic_compound
heraldic_bearing heraldry
striking touching
mhz rate
grain foodstuff
spectate watch
monocot_family family
bite wound
specify be
survival_of_the_fittest natural_process
kurd ethnos
spray sprinkle
stubble plant_substance
ciprofloxacin antibiotic_drug
cinnamon_bark bark
spout verbalize
shoal water
tiffin repast
toggle supply
folks tribe
lag follow
minniebush shrub
vassalage thralldom
caryophylloid_dicot_family magnoliopsid_family
net goal
cerium metallic_element
thanksgiving_day public_holiday
disulfiram medicine
synchroscope measuring_system
war hostility
polyphony music
amelogenesis ontogeny
icing_the_puck play
dethronement ousting
fumigate treat
triplochiton dilleniid_dicot_genus
teeing_ground site
entrant traveller
jumping propulsion
nullifier proponent
senecio asterid_dicot_genus
religious_leader leader
voltaren nsaid
mint_family asterid_dicot_family
platanus_orientalis sycamore
bindweed vine
patch stitchery
nanna grandparent
mesmerize tranquillize
reconcile set
comb device
suppression ontogeny
hairdressing tending
withdrawal_method family_planning
whiskers facial_hair
medusoid coelenterate
bridge traverse
refresh renew
thrips_tobaci thrips
respite table
pull device
hijacking robbery
odometer meter
air_unit military_unit
phytolacca caryophylloid_dicot_genus
walkingstick phasmid_insect
genus_desmodium rosid_dicot_genus
horehound herbaceous_plant
good-temperedness sunshine
calamint herbaceous_plant
pyrausta_nubilalis pyralid_moth
shed outbuilding
strap whip
spangle shine
return group_action
rhythm_and_blues_musician player
venomous_lizard lizard
spar struggle
reader student
nt nongovernmental_organization
take_off work_out
barmbrack staff_of_life
mire stand_still
belgian european
layer region
loss transferred_property
pediculus arthropod_genus
sodium_hypochlorite germicide
slang shout
genus_batrachoseps cobble_up
verify declare
gui user_interface
vitiate modify
polemonium herbaceous_plant
bumph reading_material
geared_wheel wheel
protoctist microorganism
tooth_doctor medical_practitioner
sink plumbing_fixture
violate set_on
notch record
hindustani asiatic
wood_sorrel herbaceous_plant
recognize license
sweet_flag swamp_plant
modeller creator
crossbencher legislator
lords_spiritual the_three_estates
spare refrain
rhincodon fish_genus
reading datum
assignment distribution
snake_feeder odonate
reservist soldier
cockatoo parrot
phlox herbaceous_plant
genus_coccothraustes bird_genus
automobile travel
genus_coccyzus bird_genus
casket shut_in
endowment_fund capital
mute acoustic_device
prodigy mastermind
sharksucker sucking_fish
carte_blanche say-so
acute_leukemia leukemia
adelgid plant_louse
keep prison_cell
alveolar_bed structure
resign turn_over
malacanthidae fish_family
polygonum_fagopyrum herbaceous_plant
sequester take
leftist socialist
punchayet council
genus_broussonetia magnoliopsid_genus
menstrual_cycle oscillation
service pair
whiplash blow
gentle_breeze zephyr
modelling representation
bulldog set_on
abidance continuation
pteris fern_genus
cabalist member
basic_cognitive_process process
grison_vittatus musteline_mammal
corundum mineral
testudo reptile_genus
animal_product animal_material
society elite_group
purpurate colourize
bull_snake colubrid_snake
old_master master
scorpaenid_fish scorpaenoid_fish
programme_music piece_of_music
persimmon berry
tare ryegrass
proof statement
sherd piece
belt hit
kick tally
war_whoop yell
prologue introduction
cycle_of_rebirth renascence
slit incise
turn_back defend
paragraph write
vox communication
striper sea_bass
homologize match
provoke make
reckon judge
democratize change
nux_vomica medicine
demagnetization natural_process
talk_terms talk_over
genus_canis mammal_genus
enter start_out
ratline line
barn farm_building
movement shitting
wretchedness ill-being
metric_function single-valued_function
thicket vegetation
family_capparidaceae dilleniid_dicot_family
tympanum cavum
percher soul
dirt_track track
stop_over interrupt
vault sepulture
walk_out resist
fidelity quality
consummate fulfill
lycaena arthropod_genus
snatcher capturer
golf_club society
toxicology pharmacology
gramma_grass grass
ornament grace
afterburner device
richweed nettle
gain wax
self-rule liberty
labial_stop stop_consonant
straw_hat lid
sarracenia magnoliopsid_genus
bunk_down turn_in
scollop shape
twirler baseball_player
shape modify
pogonophora phylum
sensualize vitiate
true_cedar coniferous_tree
phylogenetic_relation relationship
tachyglossidae mammal_family
taxopsida class
sword_lily iridaceous_plant
support influence
genus_dennstaedtia fern_genus
fog aerosol
respire take_a_breath
tincture touch
desert_mariposa_tulip mariposa_tulip
tinting colouring
rose_chafer scarabaeid_beetle
superego sense_of_right_and_wrong
family_dilleniaceae dilleniid_dicot_family
keratoplasty transplantation
murderer slayer
order_apodes animal_order
mangifera magnoliopsid_genus
spearpoint point
oversupply supply
passer bird_genus
genus_emilia asterid_dicot_genus
face-off start
return change_owners
free_energy physical_phenomenon
horsebean bean
defusing termination
december gregorian_calendar_month
seed withdraw
toy_dog domestic_dog
ostentation display
iliac_artery artery
incoherency disjuncture
martyrize torture
love_tree flowering_tree
sweet_birch birch_tree
family_albuginaceae fungus_family
tunnel turn_over
gymnospermous_tree tree
oxygenation natural_process
reservation statement
viral_hemorrhagic_fever virus_infection
schoolhouse edifice
predictability sure_thing
theory belief
vapour_bath room
load_up make_full
protocol rule
demand economic_process
tail cut
retrenchment saving
resort help
order_caprimulgiformes animal_order
friend soul
stand stay
sterilize disinfect
middle_age time_of_life
turner soul
ruby redness
neomys mammal_genus
mutineer rebel
genus_coereba bird_genus
complex_sentence sentence
rete_testis rete
fern_palm sago_palm
rocket_engine jet_engine
piroxicam nsaid
menstruum solvent
tarantula wolf_spider
tin plate
whitethorn hawthorn
genus_anas bird_genus
strength capableness
agent cause
operator single-valued_function
life_insurance insurance
plant_virus virus
spotted_flycatcher true_flycatcher
personation playing
jackrabbit hare
appliance durables
condescension geniality
surveyor's_level surveyor's_instrument
yellow_granadilla passion_fruit
unhealthfulness unwholesomeness
vacation spend
rehabilitate restore
drawer storage_space
theogony subject_field
gothic_architecture type_of_architecture
lead_on victimize
addiction awarding
gymnosperm_genus genus
chlorinate treat
lepismatidae arthropod_family
water_shamrock water_plant
swiss_chard leafy_vegetable
shining_sumac sumach
change_of_magnitude change
searcher official
vasopressin internal_secretion
chameleon lizard
sporulate produce
inspirer leader
jazz popular_music_genre
spoiler soul
environmentalist social_reformer
lactiferous_duct epithelial_duct
scraunch resound
regulate make_up_one's_mind
wandering travelling
separation change_of_integrity
meeting gathering
dullness uninterestingness
feast dinner_party
nimby protester
fish_fillet slice
christmas_box tip
patrol personnel
algorithmic_rule rule
reciprocating_engine internal-combustion_engine
undervalue justice
dinosaur archosaurian_reptile
sweet-potato_whitefly whitefly
force_field physical_phenomenon
blennioid_fish percoidean
cornsmut smut_fungus
hebephrenic_schizophrenia schizophrenic_psychosis
solanum_melongena herbaceous_plant
narcotic drug
drift float
wahoo shrub
piked_whale rorqual
ceramic_ware utensil
scorpion soul
soleidae fish_family
silver_willow willow_tree
bargainer treater
pteridophyta division
shirt tog
prazosin alpha_blocker
get_dressed change
sponger follower
female_offspring kid
interconnection link
mistake nonachievement
trail pursue
fin swim
skullcap os
malaria protozoal_infection
yellow_water_flag sword_lily
satellite equipment
abridger rewriter
garmentmaker needleworker
trillion large_integer
iodine element
spaniard european
yellow_ageratum flower
cut_of_beef cut_of_meat
yottabyte computer_memory_unit
mask hide
jockey_club society
family_centriscidae fish_family
victoria_cross ribbon
horse_cavalry cavalry
sprawl sit_down
goal terminal
swing hang
seducer rounder
parabolic_geometry geometry
order_columbiformes animal_order
ravage wipeout
yard field
abstract summarize
pass_off push_aside
genus_aster asterid_dicot_genus
modesty decency
sheldrake sea_duck
seem be
magnetic_disk storage_device
podicipitiformes animal_order
lordship say-so
shore_station military_installation
vertebral_canal epithelial_duct
documentation confirmation
ultracef mefoxin
oxaprozin nsaid
lactation body_process
witloof herbaceous_plant
relive live
incompatibility physiological_state
machine work
flash occurrent
agree go_for
overload make_full
tree_creeper oscine_bird
aide-de-camp officer
strekelia liliid_monocot_genus
stratify set_up
differentiate work_out
family_daubentoniidae suborder_lemuroidea
clozaril neuroleptic_drug
nasalize sound_out
log measuring_system
x-ray_machine setup
runaway_robin vine
almond_extract seasoning
freewheeler soul
impairment scathe
genus_grison mammal_genus
laportea magnoliopsid_genus
conscript enlist
wrench pull
pristidae fish_family
marlin billfish
pod produce
plum spot
lesser_galangal ginger
small_capital uppercase
rule trammel
volvocales protoctist_order
ability quality
striate mark
lawcourt tribunal
polygala rosid_dicot_genus
pharos tower
unite integrate
turing_machine information_processing_system
balsam oleoresin
congregate meet
proctorship spot
schnaps strong_drink
show show
experience mental_object
take see
fornicator rounder
plausibleness credibleness
colorcast televise
bantu african
sodomite pervert
refractory_anemia anemia
judge's_robe robe
decimate kill
rejoicing happiness
counter register
handicraft trade
spitting projection
genus_antidorcas mammal_genus
mycteria bird_genus
receivership proceedings
tread travel
auriculare craniometric_point
songwriter composer
practise take
preform work
linguistic_process human_process
us_naval_academy naval_academy
guy simulacrum
genus_eriophyllum asterid_dicot_genus
shovel_in take_in
streetwalk prostitute
horselaugh laughter
genus_accipiter bird_genus
order_cordaitales plant_order
gainsay repugn
mexican_green marijuana
monotropaceae dilleniid_dicot_family
sardine clupeid_fish
xiphosura animal_order
scollop pelecypod
square_and_rabbet moulding
push push
cutting creating_by_removal
peziza fungus_genus
interview interrogatory
purple discolour
nest ring
platform level
scuttle entryway
atmosphere region
translator polyglot
dkg weight_unit
unleash relinquish
sniper_rifle rifle
explanation speech_act
destabilization action
rot garbage
identity recognition
unsanitariness sanitary_condition
luck_through take_chances
tinned_goods foodstuff
slumber physiological_state
shorten shorten
church_of_england protestant_denomination
sciaenops_ocellatus drumfish
antiemetic_drug medicine
yowl utter
kissing_bug reduviid
okra veggie
acrosome process
point_of_departure source
titmouse oscine_bird
illumination state
wheatworm roundworm
run_batted_in tally
physalis asterid_dicot_genus
depletion step-down
sternotherus reptile_genus
blow send
arm_bone os_longum
star_aniseed spice
cooper journeyman
eczema skin_disorder
embower shut_in
cookstove stove
ostracism exclusion
soft_rush rush
lovingness love
enforcement social_control
test communication
magistrature spot
anode electrode
massager physiotherapist
polygamist spouse
genus_dipsosaurus reptile_genus
power_unit emu
